beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
2.00,1.50,1180.00,sqft,0.25,acre,98168,575000.00
3.00,2.00,2390.00,sqft,0.25,acre,98133,1150000.00
3.00,1.00,2180.00,sqft,0.25,acre,98125,720000.00
3.00,1.00,3960.00,sqft,0.25,acre,98118,722500.00
4.00,2.00,2280.00,sqft,0.25,acre,98168,625000.00
6.00,4.50,5200.00,sqft,0.25,acre,98144,3050000.00
2.00,2.00,1410.00,sqft,0.25,acre,98112,880000.00
4.00,3.50,4990.00,sqft,0.25,acre,98112,4815000.00
4.00,3.00,2110.00,sqft,0.24,acre,98133,760000.00
1.00,1.00,630.00,sqft,0.24,acre,98146,459000.00
1.00,1.00,813.00,sqft,0.24,acre,98121,680000.00
5.00,3.50,3340.00,sqft,0.24,acre,98106,980000.00
2.00,1.00,1011.00,sqft,0.24,acre,98103,159488.00
4.00,1.50,1920.00,sqft,0.24,acre,98125,850000.00
3.00,2.50,1846.00,sqft,0.24,acre,98199,1060000.00
2.00,2.00,993.00,sqft,0.24,acre,98103,709600.00
3.00,1.00,1810.00,sqft,0.24,acre,98178,512000.00
5.00,4.50,4693.00,sqft,0.24,acre,98122,2650000.00
2.00,1.50,889.00,sqft,0.23,acre,98103,680000.00
5.00,2.50,2900.00,sqft,0.23,acre,98106,800000.00
1.00,1.00,376.00,sqft,0.23,acre,98199,1000000.00
2.00,2.00,880.00,sqft,0.23,acre,98126,680000.00
1.00,1.00,376.00,sqft,0.23,acre,98199,1000000.00
1.00,1.00,376.00,sqft,0.23,acre,98199,1000000.00
1.00,1.00,376.00,sqft,0.23,acre,98199,1000000.00
5.00,3.00,1790.00,sqft,0.23,acre,98125,964000.00
2.00,2.00,1042.00,sqft,0.00,sqft,98102,950000.00
2.00,1.50,900.00,sqft,0.00,sqft,98133,549755.00
3.00,3.50,1360.00,sqft,0.00,sqft,98103,700000.00
1.00,1.00,550.00,sqft,0.00,sqft,98122,330000.00
1.00,1.00,508.00,sqft,0.00,sqft,98109,325000.00
1.00,1.00,792.00,sqft,0.00,sqft,98101,517000.00
1.00,1.00,474.00,sqft,0.00,sqft,98101,335000.00
1.00,1.00,750.00,sqft,0.00,sqft,98199,375000.00
1.00,1.00,573.00,sqft,0.00,sqft,98102,390000.00
2.00,2.00,1523.00,sqft,0.00,sqft,98121,1395000.00
2.00,1.00,1113.00,sqft,0.00,sqft,98102,595000.00
2.00,2.50,1365.00,sqft,0.00,sqft,98118,525000.00
1.00,1.00,635.00,sqft,0.00,sqft,98104,509950.00
2.00,2.00,875.00,sqft,0.00,sqft,98115,420000.00
1.00,1.00,607.00,sqft,0.00,sqft,98119,427000.00
2.00,2.00,1006.00,sqft,0.00,sqft,98121,928000.00
1.00,1.00,800.00,sqft,0.00,sqft,98122,450000.00
1.00,1.00,756.00,sqft,0.00,sqft,98121,550000.00
1.00,1.00,742.00,sqft,0.00,sqft,98126,354000.00
2.00,2.00,1607.00,sqft,0.00,sqft,98101,1865000.00
1.00,1.00,649.00,sqft,0.00,sqft,98105,346600.00
2.00,2.00,1320.00,sqft,0.00,sqft,98125,525000.00
1.00,1.00,589.00,sqft,0.00,sqft,98121,375000.00
1.00,1.00,510.00,sqft,0.00,sqft,98102,302500.00
2.00,2.00,843.00,sqft,0.00,sqft,98103,346250.00
2.00,1.00,858.00,sqft,0.00,sqft,98144,500000.00
2.00,1.00,868.00,sqft,0.00,sqft,98144,415000.00
2.00,2.00,932.00,sqft,0.00,sqft,98103,435000.00
2.00,2.00,981.00,sqft,0.00,sqft,98133,450000.00
3.00,2.50,1670.00,sqft,0.00,sqft,98178,600000.00
2.00,2.00,1188.00,sqft,0.00,sqft,98102,1350000.00
1.00,1.00,857.00,sqft,0.00,sqft,98121,529000.00
3.00,3.50,1670.00,sqft,0.00,sqft,98178,600000.00
1.00,1.00,626.00,sqft,0.00,sqft,98122,389200.00
2.00,2.00,1030.00,sqft,0.00,sqft,98122,575000.00
1.00,1.00,792.00,sqft,0.00,sqft,98121,675000.00
3.00,1.50,1172.00,sqft,0.00,sqft,98122,685000.00
2.00,2.00,1328.00,sqft,0.00,sqft,98104,510000.00
2.00,2.00,1080.00,sqft,0.00,sqft,98144,450000.00
1.00,1.00,854.00,sqft,0.00,sqft,98107,455000.00
2.00,1.50,1230.00,sqft,0.00,sqft,98122,650000.00
1.00,1.00,700.00,sqft,0.00,sqft,98144,325100.00
1.00,1.00,956.00,sqft,0.00,sqft,98104,870000.00
2.00,1.50,917.00,sqft,0.00,sqft,98103,625000.00
1.00,1.00,889.00,sqft,0.00,sqft,98121,723000.00
3.00,3.50,1467.00,sqft,0.00,sqft,98144,859990.00
1.00,1.00,519.00,sqft,0.00,sqft,98105,354000.00
1.00,1.00,646.00,sqft,0.00,sqft,98133,332000.00
3.00,2.00,2029.00,sqft,0.00,sqft,98115,685000.00
1.00,1.00,596.00,sqft,0.00,sqft,98109,445000.00
2.00,2.00,1018.00,sqft,0.00,sqft,98199,545000.00
1.00,1.00,613.00,sqft,0.00,sqft,98122,325000.00
2.00,1.50,822.00,sqft,0.00,sqft,98144,400000.00
1.00,1.00,683.00,sqft,0.00,sqft,98121,601000.00
2.00,2.00,1128.00,sqft,0.00,sqft,98136,479950.00
1.00,1.00,615.00,sqft,0.00,sqft,98102,485000.00
1.00,1.00,712.00,sqft,0.00,sqft,98133,325000.00
1.00,1.00,570.00,sqft,0.00,sqft,98116,345000.00
1.00,1.00,587.00,sqft,0.00,sqft,98125,260000.00
1.00,1.00,635.00,sqft,0.00,sqft,98102,495000.00
2.00,2.00,1150.00,sqft,0.00,sqft,98121,615000.00
1.00,1.00,681.00,sqft,0.00,sqft,98105,470000.00
1.00,1.00,704.00,sqft,0.00,sqft,98119,365000.00
2.00,2.50,1635.00,sqft,0.00,sqft,98102,1850000.00
2.00,1.50,1022.00,sqft,0.00,sqft,98144,655000.00
2.00,1.50,888.00,sqft,0.00,sqft,98103,700000.00
1.00,1.00,783.00,sqft,0.00,sqft,98101,530000.00
1.00,1.00,781.00,sqft,0.00,sqft,98122,481000.00
2.00,2.00,1517.00,sqft,0.00,sqft,98105,1350000.00
2.00,2.00,1810.00,sqft,0.00,sqft,98119,1350000.00
1.00,1.00,531.00,sqft,0.00,sqft,98121,489000.00
2.00,2.50,1649.00,sqft,0.00,sqft,98118,765000.00
1.00,1.00,650.00,sqft,0.00,sqft,98116,349000.00
2.00,2.00,1370.00,sqft,0.00,sqft,98121,1050000.00
1.00,1.00,813.00,sqft,0.00,sqft,98178,240000.00
2.00,1.50,1366.00,sqft,0.00,sqft,98116,839000.00
1.00,1.00,715.00,sqft,0.00,sqft,98115,515000.00
2.00,2.00,1125.00,sqft,0.00,sqft,98102,705000.00
2.00,2.00,1443.00,sqft,0.00,sqft,98168,325000.00
2.00,2.00,1170.00,sqft,0.00,sqft,98115,428000.00
1.00,1.00,551.00,sqft,0.00,sqft,98121,410000.00
1.00,1.00,699.00,sqft,0.00,sqft,98199,390000.00
2.00,3.50,1155.00,sqft,0.00,sqft,98118,219700.00
1.00,1.00,744.00,sqft,0.00,sqft,98115,345000.00
1.00,1.00,794.00,sqft,0.00,sqft,98121,660000.00
2.00,1.00,1180.00,sqft,0.00,sqft,98122,870260.00
2.00,1.00,904.00,sqft,0.00,sqft,98122,520000.00
2.00,2.00,1734.00,sqft,0.00,sqft,98109,725000.00
1.00,1.00,553.00,sqft,0.00,sqft,98103,335000.00
1.00,1.00,954.00,sqft,0.00,sqft,98101,555000.00
2.00,2.00,834.00,sqft,0.00,sqft,98126,351000.00
2.00,1.50,1035.00,sqft,0.00,sqft,98112,656500.00
2.00,2.00,859.00,sqft,0.00,sqft,98126,499950.00
2.00,1.00,772.00,sqft,0.00,sqft,98103,409000.00
2.00,2.00,1885.00,sqft,0.00,sqft,98115,550000.00
2.00,1.00,1027.00,sqft,0.00,sqft,98115,300000.00
1.00,1.00,808.00,sqft,0.00,sqft,98101,730000.00
1.00,1.00,804.00,sqft,0.00,sqft,98116,425000.00
2.00,1.00,813.00,sqft,0.00,sqft,98116,452500.00
1.00,1.00,700.00,sqft,0.00,sqft,98101,645000.00
1.00,1.00,709.00,sqft,0.00,sqft,98109,470000.00
1.00,1.00,534.00,sqft,0.00,sqft,98119,324000.00
1.00,1.00,627.00,sqft,0.00,sqft,98121,462750.00
2.00,2.50,1830.00,sqft,0.00,sqft,98116,1730000.00
1.00,1.00,529.00,sqft,0.00,sqft,98118,265000.00
1.00,1.00,648.00,sqft,0.00,sqft,98115,515000.00
4.00,3.50,2336.00,sqft,0.00,sqft,98115,1080000.00
1.00,1.00,620.00,sqft,0.00,sqft,98119,399000.00
1.00,1.00,728.00,sqft,0.00,sqft,98119,360000.00
2.00,2.50,1000.00,sqft,0.00,sqft,98144,660000.00
2.00,2.00,693.00,sqft,0.00,sqft,98119,490000.00
1.00,1.00,773.00,sqft,0.00,sqft,98121,685000.00
2.00,2.00,1040.00,sqft,0.00,sqft,98118,345000.00
2.00,2.00,1212.00,sqft,0.00,sqft,98136,600000.00
1.00,1.00,700.00,sqft,0.00,sqft,98119,405000.00
1.00,1.00,852.00,sqft,0.00,sqft,98107,430000.00
1.00,1.00,667.00,sqft,0.00,sqft,98115,327500.00
2.00,2.00,839.00,sqft,0.00,sqft,98133,385000.00
2.00,2.00,693.00,sqft,0.00,sqft,98119,480000.00
1.00,1.00,557.00,sqft,0.00,sqft,98102,370000.00
2.00,2.00,1644.00,sqft,0.00,sqft,98101,2250000.00
1.00,1.00,836.00,sqft,0.00,sqft,98121,605000.00
1.00,1.00,492.00,sqft,0.00,sqft,98146,205000.00
2.00,2.00,1595.00,sqft,0.00,sqft,98119,945000.00
2.00,2.00,1526.00,sqft,0.00,sqft,98199,893000.00
1.00,1.50,1021.00,sqft,0.00,sqft,98101,1099900.00
1.00,1.00,578.00,sqft,0.00,sqft,98121,379000.00
2.00,2.50,1865.00,sqft,0.00,sqft,98109,890000.00
1.00,1.00,622.00,sqft,0.00,sqft,98103,387000.00
2.00,2.50,2803.00,sqft,0.00,sqft,98101,2320000.00
1.00,1.00,723.00,sqft,0.00,sqft,98133,315000.00
1.00,1.00,531.00,sqft,0.00,sqft,98121,396000.00
2.00,2.00,1429.00,sqft,0.00,sqft,98126,855000.00
1.00,1.00,641.00,sqft,0.00,sqft,98122,349000.00
2.00,1.50,938.00,sqft,0.00,sqft,98106,425000.00
1.00,1.00,680.00,sqft,0.00,sqft,98104,355000.00
2.00,1.00,749.00,sqft,0.00,sqft,98103,489000.00
2.00,2.00,1353.00,sqft,0.00,sqft,98115,785000.00
2.00,2.00,1106.00,sqft,0.00,sqft,98109,700000.00
2.00,2.00,834.00,sqft,0.00,sqft,98115,552450.00
3.00,3.00,1687.00,sqft,0.00,sqft,98115,946000.00
1.00,1.00,696.00,sqft,0.00,sqft,98122,449000.00
1.00,1.00,883.00,sqft,0.00,sqft,98119,500000.00
1.00,1.00,562.00,sqft,0.00,sqft,98199,285000.00
2.00,2.00,1369.00,sqft,0.00,sqft,98116,720000.00
1.00,1.00,610.00,sqft,0.00,sqft,98101,679950.00
3.00,3.50,3036.00,sqft,0.00,sqft,98121,3250000.00
3.00,2.50,1861.00,sqft,0.00,sqft,98121,1395000.00
1.00,1.00,722.00,sqft,0.00,sqft,98118,299900.00
2.00,2.50,2714.00,sqft,0.00,sqft,98102,1735000.00
3.00,3.50,1471.00,sqft,0.00,sqft,98144,799990.00
2.00,2.00,1004.00,sqft,0.00,sqft,98125,320000.00
2.00,2.00,896.00,sqft,0.00,sqft,98107,549250.00
2.00,2.00,1415.00,sqft,0.00,sqft,98125,445000.00
2.00,2.00,916.00,sqft,0.00,sqft,98121,760000.00
2.00,2.00,1470.00,sqft,0.00,sqft,98115,825000.00
2.00,1.00,1019.00,sqft,0.00,sqft,98107,640000.00
1.00,1.00,507.00,sqft,0.00,sqft,98101,460000.00
2.00,2.00,982.00,sqft,0.00,sqft,98122,705000.00
2.00,1.00,1440.00,sqft,0.00,sqft,98133,699990.00
2.00,2.00,789.00,sqft,0.00,sqft,98107,475000.00
1.00,2.00,966.00,sqft,0.00,sqft,98121,640000.00
1.00,1.00,900.00,sqft,0.00,sqft,98105,369950.00
1.00,1.00,750.00,sqft,0.00,sqft,98116,420000.00
1.00,1.00,600.00,sqft,0.00,sqft,98112,370000.00
1.00,1.00,515.00,sqft,0.00,sqft,98116,309000.00
2.00,2.00,1019.00,sqft,0.00,sqft,98119,499000.00
1.00,1.00,696.00,sqft,0.00,sqft,98105,385000.00
1.00,1.00,854.00,sqft,0.00,sqft,98103,540000.00
2.00,2.00,878.00,sqft,0.00,sqft,98121,675000.00
2.00,2.00,1400.00,sqft,0.00,sqft,98119,1295000.00
3.00,2.00,1111.00,sqft,0.00,sqft,98112,849000.00
2.00,2.00,1370.00,sqft,0.00,sqft,98117,500000.00
2.00,2.00,1065.00,sqft,0.00,sqft,98126,430000.00
1.00,1.00,569.00,sqft,0.00,sqft,98102,400000.00
1.00,1.00,683.00,sqft,0.00,sqft,98101,679000.00
1.00,1.00,627.00,sqft,0.00,sqft,98121,475000.00
1.00,1.00,525.00,sqft,0.00,sqft,98103,375000.00
2.00,1.00,1047.00,sqft,0.00,sqft,98102,762500.00
1.00,1.00,653.00,sqft,0.00,sqft,98122,475000.00
2.00,1.00,792.00,sqft,0.00,sqft,98102,520000.00
1.00,1.00,760.00,sqft,0.00,sqft,98119,309000.00
2.00,1.50,1022.00,sqft,0.00,sqft,98144,660000.00
1.00,1.00,644.00,sqft,0.00,sqft,98122,350000.00
1.00,1.00,664.00,sqft,0.00,sqft,98102,305000.00
1.00,1.00,468.00,sqft,0.00,sqft,98109,275000.00
4.00,2.50,1354.00,sqft,0.00,sqft,98118,485000.00
1.00,1.00,738.00,sqft,0.00,sqft,98101,490000.00
1.00,1.00,807.00,sqft,0.00,sqft,98122,380000.00
1.00,1.00,808.00,sqft,0.00,sqft,98164,560000.00
2.00,1.50,984.00,sqft,0.00,sqft,98116,499999.00
1.00,1.00,700.00,sqft,0.00,sqft,98122,647201.00
1.00,1.00,812.00,sqft,0.00,sqft,98107,480000.00
2.00,2.00,1152.00,sqft,0.00,sqft,98121,1325000.00
3.00,2.00,2092.00,sqft,0.00,sqft,98102,2000000.00
2.00,2.00,1761.00,sqft,0.00,sqft,98115,665000.00
3.00,3.50,3064.00,sqft,0.00,sqft,98121,2450000.00
2.00,2.00,1071.00,sqft,0.00,sqft,98119,605000.00
2.00,1.00,807.00,sqft,0.00,sqft,98103,525000.00
1.00,1.00,703.00,sqft,0.00,sqft,98103,498000.00
1.00,1.00,527.00,sqft,0.00,sqft,98122,399000.00
3.00,2.00,1096.00,sqft,0.00,sqft,98117,849950.00
3.00,2.50,1616.00,sqft,0.00,sqft,98116,990000.00
2.00,2.00,970.00,sqft,0.00,sqft,98102,634400.00
1.00,2.00,1009.00,sqft,0.00,sqft,98116,525000.00
2.00,2.00,1081.00,sqft,0.00,sqft,98144,620000.00
1.00,1.00,513.00,sqft,0.00,sqft,98121,315000.00
2.00,2.00,1778.00,sqft,0.00,sqft,98112,1900000.00
2.00,2.00,1088.00,sqft,0.00,sqft,98133,475000.00
1.00,1.00,733.00,sqft,0.00,sqft,98121,545000.00
1.00,1.00,603.00,sqft,0.00,sqft,98121,432000.00
1.00,1.00,718.00,sqft,0.00,sqft,98119,459000.00
2.00,2.00,909.00,sqft,0.00,sqft,98103,420000.00
2.00,2.00,1297.00,sqft,0.00,sqft,98109,880000.00
2.00,2.00,1213.00,sqft,0.00,sqft,98117,422000.00
1.00,1.00,534.00,sqft,0.00,sqft,98178,223000.00
2.00,1.00,724.00,sqft,0.00,sqft,98102,530000.00
1.00,1.00,794.00,sqft,0.00,sqft,98101,516000.00
2.00,1.00,968.00,sqft,0.00,sqft,98115,399950.00
3.00,2.00,1049.00,sqft,0.00,sqft,98112,900000.00
2.00,1.50,1054.00,sqft,0.00,sqft,98109,709000.00
2.00,2.00,1586.00,sqft,0.00,sqft,98101,1460000.00
1.00,1.00,758.00,sqft,0.00,sqft,98103,469000.00
1.00,1.00,616.00,sqft,0.00,sqft,98102,374000.00
1.00,1.00,816.00,sqft,0.00,sqft,98109,560000.00
1.00,1.00,510.00,sqft,0.00,sqft,98104,308000.00
2.00,2.00,1387.00,sqft,0.00,sqft,98116,649000.00
2.00,2.00,1878.00,sqft,0.00,sqft,98119,1171600.00
2.00,2.50,890.00,sqft,0.00,sqft,98146,510000.00
3.00,3.50,1644.00,sqft,0.00,sqft,98112,820000.00
1.00,1.00,568.00,sqft,0.00,sqft,98104,330000.00
2.00,3.00,1226.00,sqft,0.00,sqft,98144,589990.00
2.00,2.00,1695.00,sqft,0.00,sqft,98126,1150000.00
2.00,2.00,1021.00,sqft,0.00,sqft,98101,981250.00
2.00,1.50,1024.00,sqft,0.00,sqft,98115,495000.00
1.00,1.00,945.00,sqft,0.00,sqft,98109,385000.00
1.00,1.00,701.00,sqft,0.00,sqft,98115,315000.00
2.00,2.00,1071.00,sqft,0.00,sqft,98119,719000.00
1.00,1.00,636.00,sqft,0.00,sqft,98102,450000.00
2.00,2.00,1699.00,sqft,0.00,sqft,98109,640000.00
1.00,1.00,580.00,sqft,0.00,sqft,98122,475000.00
1.00,1.00,615.00,sqft,0.00,sqft,98199,315000.00
1.00,1.00,505.00,sqft,0.00,sqft,98102,325000.00
1.00,1.00,889.00,sqft,0.00,sqft,98121,648888.00
1.00,1.00,664.00,sqft,0.00,sqft,98102,322000.00
1.00,1.00,743.00,sqft,0.00,sqft,98102,522250.00
1.00,1.00,635.00,sqft,0.00,sqft,98121,380000.00
1.00,1.00,650.00,sqft,0.00,sqft,98121,468000.00
2.00,1.00,512.00,sqft,0.00,sqft,98103,312000.00
1.00,1.00,605.00,sqft,0.00,sqft,98103,370000.00
2.00,1.00,767.00,sqft,0.00,sqft,98136,349950.00
2.00,1.00,1015.00,sqft,0.00,sqft,98102,650000.00
2.00,2.00,1245.00,sqft,0.00,sqft,98168,330000.00
2.00,2.00,1060.00,sqft,0.00,sqft,98117,650000.00
3.00,3.50,1730.00,sqft,0.00,sqft,98117,975000.00
2.00,2.00,1403.00,sqft,0.00,sqft,98125,480000.00
1.00,1.00,690.00,sqft,0.00,sqft,98133,290000.00
2.00,2.00,1479.00,sqft,0.00,sqft,98116,640000.00
2.00,2.00,1217.00,sqft,0.00,sqft,98199,787950.00
2.00,2.00,1042.00,sqft,0.00,sqft,98101,639000.00
3.00,3.50,1580.00,sqft,0.00,sqft,98144,760000.00
1.00,1.00,1186.00,sqft,0.00,sqft,98109,665000.00
1.00,1.00,490.00,sqft,0.00,sqft,98104,250000.00
1.00,1.00,691.00,sqft,0.00,sqft,98115,321000.00
1.00,1.00,545.00,sqft,0.00,sqft,98122,350000.00
1.00,1.00,700.00,sqft,0.00,sqft,98109,300000.00
1.00,1.00,773.00,sqft,0.00,sqft,98102,425000.00
2.00,1.00,876.00,sqft,0.00,sqft,98116,550000.00
1.00,1.00,594.00,sqft,0.00,sqft,98103,360000.00
1.00,1.00,475.00,sqft,0.00,sqft,98121,385000.00
2.00,2.00,1073.00,sqft,0.00,sqft,98133,429900.00
1.00,1.00,573.00,sqft,0.00,sqft,98121,310000.00
1.00,1.00,597.00,sqft,0.00,sqft,98109,360000.00
2.00,2.00,1370.00,sqft,0.00,sqft,98168,280000.00
1.00,1.00,715.00,sqft,0.00,sqft,98109,500000.00
1.00,1.00,806.00,sqft,0.00,sqft,98102,525000.00
2.00,2.00,1353.00,sqft,0.00,sqft,98115,770000.00
2.00,3.00,1290.00,sqft,0.00,sqft,98199,845000.00
3.00,3.50,1657.00,sqft,0.00,sqft,98144,847198.00
2.00,2.00,1213.00,sqft,0.00,sqft,98116,800000.00
2.00,2.00,1893.00,sqft,0.00,sqft,98115,727000.00
1.00,1.00,567.00,sqft,0.00,sqft,98144,451000.00
1.00,1.00,665.00,sqft,0.00,sqft,98109,479425.00
4.00,3.50,1964.00,sqft,0.00,sqft,98115,1180000.00
1.00,2.00,1302.00,sqft,0.00,sqft,98121,740000.00
2.00,2.00,905.00,sqft,0.00,sqft,98121,670000.00
1.00,1.00,656.00,sqft,0.00,sqft,98109,470000.00
2.00,2.00,1523.00,sqft,0.00,sqft,98121,1425000.00
1.00,1.00,712.00,sqft,0.00,sqft,98121,620000.00
2.00,2.00,1042.00,sqft,0.00,sqft,98102,610000.00
1.00,1.00,722.00,sqft,0.00,sqft,98112,452100.00
2.00,2.00,1367.00,sqft,0.00,sqft,98121,1350000.00
1.00,1.00,733.00,sqft,0.00,sqft,98102,490000.00
2.00,1.00,970.00,sqft,0.00,sqft,98116,480000.00
1.00,1.00,712.00,sqft,0.00,sqft,98109,385000.00
1.00,1.00,672.00,sqft,0.00,sqft,98107,485000.00
1.00,1.00,645.00,sqft,0.00,sqft,98126,305000.00
2.00,2.00,1320.00,sqft,0.00,sqft,98119,860000.00
2.00,2.00,983.00,sqft,0.00,sqft,98102,542500.00
2.00,2.00,880.00,sqft,0.00,sqft,98103,614500.00
2.00,2.00,1526.00,sqft,0.00,sqft,98109,825000.00
1.00,1.00,569.00,sqft,0.00,sqft,98104,435000.00
1.00,1.00,698.00,sqft,0.00,sqft,98121,399999.00
2.00,1.00,770.00,sqft,0.00,sqft,98116,460000.00
1.00,1.00,482.00,sqft,0.00,sqft,98109,220000.00
1.00,1.00,761.00,sqft,0.00,sqft,98109,400000.00
2.00,2.00,877.00,sqft,0.00,sqft,98115,415000.00
2.00,2.00,1003.00,sqft,0.00,sqft,98121,875000.00
2.00,1.00,875.00,sqft,0.00,sqft,98115,355000.00
3.00,2.50,1813.00,sqft,0.00,sqft,98116,1275000.00
1.00,1.00,916.00,sqft,0.00,sqft,98121,652500.00
1.00,2.00,1137.00,sqft,0.00,sqft,98119,930000.00
2.00,1.00,808.00,sqft,0.00,sqft,98115,422500.00
2.00,1.00,985.00,sqft,0.00,sqft,98121,790000.00
1.00,1.00,843.00,sqft,0.00,sqft,98125,370000.00
1.00,1.00,543.00,sqft,0.00,sqft,98109,390000.00
1.00,1.00,514.00,sqft,0.00,sqft,98122,345000.00
1.00,1.00,908.00,sqft,0.00,sqft,98107,475000.00
2.00,2.00,1138.00,sqft,0.00,sqft,98126,515000.00
1.00,1.00,669.00,sqft,0.00,sqft,98121,385000.00
1.00,1.00,712.00,sqft,0.00,sqft,98116,500000.00
2.00,2.00,1415.00,sqft,0.00,sqft,98125,469000.00
3.00,3.00,2212.00,sqft,0.00,sqft,98109,1470000.00
1.00,1.50,952.00,sqft,0.00,sqft,98101,750000.00
2.00,1.00,925.00,sqft,0.00,sqft,98103,535000.00
1.00,1.00,782.00,sqft,0.00,sqft,98101,519990.00
2.00,2.00,1050.00,sqft,0.00,sqft,98103,480000.00
2.00,2.00,1019.00,sqft,0.00,sqft,98119,813000.00
1.00,1.00,557.00,sqft,0.00,sqft,98105,222000.00
1.00,1.00,533.00,sqft,0.00,sqft,98126,300000.00
2.00,2.00,1167.00,sqft,0.00,sqft,98107,650000.00
1.00,1.00,584.00,sqft,0.00,sqft,98199,411000.00
1.00,1.00,907.00,sqft,0.00,sqft,98119,585000.00
1.00,1.00,648.00,sqft,0.00,sqft,98121,395000.00
1.00,1.00,774.00,sqft,0.00,sqft,98146,265000.00
2.00,2.50,1736.00,sqft,0.00,sqft,98122,970000.00
1.00,1.00,591.00,sqft,0.00,sqft,98119,434000.00
1.00,1.00,720.00,sqft,0.00,sqft,98126,365000.00
1.00,1.00,701.00,sqft,0.00,sqft,98115,325000.00
2.00,2.00,1004.00,sqft,0.00,sqft,98125,325000.00
2.00,2.00,1252.00,sqft,0.00,sqft,98121,1349000.00
1.00,1.00,603.00,sqft,0.00,sqft,98133,400000.00
2.00,2.00,1456.00,sqft,0.00,sqft,98199,575000.00
1.00,1.00,600.00,sqft,0.00,sqft,98122,310000.00
1.00,1.00,705.00,sqft,0.00,sqft,98103,490000.00
1.00,1.00,889.00,sqft,0.00,sqft,98121,550000.00
2.00,2.00,795.00,sqft,0.00,sqft,98103,590000.00
